Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Prediccion,Predicted_Probability
0,1,100,0,0,4116,4,1,4,2,4,2,2,0,2,1,0,1,5,6,1389,5,0,0.10200835
0,1,65,1,2,5870,5,6,2,3,6,0,1,6,3,5,0,5,5,6,229,95,1,0.99960643
0,0,44,0,1,2074,1,1,0,6,0,0,1,4,6,6,0,5,0,2,492,1796,0,3.2662032e-05
0,1,68,0,1,1428,0,3,3,1,6,2,1,4,4,2,2,6,1,2,97,1549,1,0.9996203
1,1,32,0,0,4021,0,5,1,2,5,6,3,6,3,6,0,2,6,5,1003,927,1,0.99578106
1,1,4,1,1,3497,5,3,0,0,3,6,1,1,6,2,5,2,2,5,1132,611,1,0.92333466
0,0,50,1,0,7522,3,6,2,1,6,6,1,5,2,2,3,3,6,5,577,788,1,0.9994856
0,1,47,1,2,2037,1,2,0,2,6,5,2,1,3,3,5,0,4,2,1447,471,0,0.0010322104
0,0,4,1,1,1779,5,5,5,1,1,5,5,4,6,5,5,2,0,0,1542,1773,1,0.9934123
0,0,85,1,1,1942,4,4,0,3,4,6,3,0,4,0,2,6,6,2,1696,1671,1,0.87677133
0,1,0,1,2,85,6,0,2,5,6,5,5,3,0,5,1,6,0,2,763,123,1,0.99981004
1,0,33,1,0,5946,6,1,0,2,1,6,6,0,1,5,6,5,0,2,1535,1960,1,0.9716923
0,0,28,0,0,6164,5,4,4,1,0,3,2,5,0,1,4,2,6,3,359,1136,1,0.76045555
0,0,49,0,1,7482,3,3,2,2,1,4,1,0,4,5,5,6,5,5,716,1569,0,0.0018040008
0,0,8,0,0,5876,3,5,4,3,2,1,4,5,4,0,0,3,0,1,1890,609,0,0.015162217
1,0,41,0,0,7253,5,6,0,4,4,5,0,6,0,0,3,0,5,0,1565,797,1,0.99774784
1,0,22,0,0,4812,2,0,4,6,5,0,0,2,4,2,3,0,0,6,1102,1330,0,0.0007385711
0,0,30,1,2,586,0,0,1,1,1,3,4,2,6,5,1,0,1,1,1861,1072,1,0.9999008
1,1,73,0,0,4704,4,4,0,4,0,3,4,4,4,0,4,6,5,3,1498,1041,1,0.5598995
0,0,54,1,0,2777,5,1,2,2,0,1,1,5,0,0,1,0,4,0,794,29,0,0.024293164
1,0,80,0,0,7156,5,5,5,3,6,4,5,2,5,4,5,4,1,5,631,1049,1,0.96923167
0,1,28,1,1,2583,3,5,3,6,2,0,5,5,5,0,0,2,1,6,1437,1825,0,0.0027492426
1,1,56,0,2,1052,0,4,2,6,4,2,6,3,3,4,3,4,3,4,994,289,1,0.9997799
0,1,76,0,0,5831,2,1,2,5,0,4,5,3,4,2,4,1,6,0,546,1665,0,0.00044605185
0,0,2,0,2,6767,3,6,1,2,2,5,2,2,4,2,6,2,2,6,1583,1858,0,0.013470671
1,0,27,0,1,5974,2,2,2,2,1,1,4,4,6,3,1,2,2,5,393,71,0,0.001500227
1,0,7,0,1,5067,6,2,6,2,2,2,5,3,2,3,0,4,6,6,579,1644,1,0.8187384
1,1,7,0,1,4231,2,0,0,6,6,1,6,5,3,3,4,0,0,2,679,330,0,5.6934943e-05
1,1,89,1,2,4534,1,2,2,4,6,3,6,2,0,0,2,2,6,5,1554,138,0,0.017397357
0,1,47,1,0,5112,0,4,3,1,3,0,0,6,2,4,1,0,5,0,975,315,1,0.99300766
0,1,96,0,2,765,0,5,2,3,6,6,0,4,6,4,5,2,6,4,721,1501,1,0.9991684
0,1,28,1,0,3485,4,4,2,3,0,4,6,6,6,1,3,4,5,5,1337,1143,0,0.26995504
1,1,90,1,2,6816,6,6,2,5,6,3,2,5,4,2,3,5,4,5,1679,848,1,0.99227786
1,0,95,1,1,5385,0,3,0,6,5,2,6,0,6,6,5,2,5,6,490,1329,1,0.99998164
0,1,45,1,2,785,0,4,3,2,0,1,6,6,4,3,4,4,2,1,470,428,1,0.9845828
0,0,85,0,0,6283,5,0,3,2,5,0,6,4,1,5,5,2,4,5,1886,1241,1,0.87861615
1,0,84,1,1,5358,3,3,6,2,1,6,1,5,5,6,5,4,1,1,831,110,1,0.9984769
0,0,14,1,1,2724,3,2,1,1,0,2,1,2,0,2,0,3,5,4,1240,718,1,0.73538584
1,1,28,0,0,1891,1,4,6,5,6,2,0,1,5,6,4,5,3,6,379,314,0,5.328264e-05
1,1,46,1,1,7121,5,0,0,1,1,5,3,5,1,3,4,4,6,0,281,832,1,0.97544676
0,1,33,0,0,5237,3,3,5,0,5,3,4,1,0,2,3,2,1,1,1073,1420,0,0.00031635488
0,1,52,1,0,3891,3,1,3,3,3,1,3,1,3,1,3,6,1,2,1805,1915,0,0.0027003826
0,0,69,1,1,321,6,5,0,5,3,6,2,5,2,6,4,1,6,6,80,738,1,0.9961124
1,0,10,1,1,5084,4,4,1,5,5,6,1,5,0,2,6,0,3,5,1060,1471,1,0.98999083
0,1,92,1,2,8077,2,4,3,5,4,5,2,4,5,3,4,5,0,3,1038,1424,0,0.0056155217
0,0,30,1,0,8261,0,2,4,1,0,4,0,0,0,4,5,0,2,6,552,1499,1,0.99599326
1,0,33,1,1,6441,1,0,0,1,4,3,3,4,5,1,2,2,1,6,1514,943,0,0.20097251
1,0,13,1,0,1678,4,6,6,3,5,3,0,6,1,1,4,3,2,0,155,1938,0,0.042830206
1,0,39,0,2,738,2,4,5,6,6,1,4,1,1,5,5,5,1,3,1890,538,0,0.013151128
0,0,55,1,2,7565,2,3,5,2,4,4,4,6,3,4,5,4,3,2,354,1045,1,0.98152775
0,1,48,1,2,844,6,4,5,3,0,3,6,4,2,4,0,4,0,3,1122,1251,1,0.98893577
1,0,66,0,1,606,4,6,2,1,6,5,5,1,4,6,6,6,0,6,1370,137,0,0.12293566
1,1,70,1,1,6990,6,2,5,3,2,0,0,0,6,2,1,1,6,0,648,1050,1,0.9657575
0,1,87,0,1,4788,4,0,4,2,4,6,0,2,4,5,3,6,4,3,1669,1850,0,0.14377722
0,0,78,1,1,7327,6,5,6,4,3,0,3,2,2,5,4,0,3,4,557,600,1,0.98356265
1,0,77,1,0,5770,5,0,2,6,1,1,3,1,2,6,6,2,4,0,640,1172,1,0.9755367
1,0,23,0,0,2081,3,4,2,6,6,6,5,4,2,5,2,0,5,6,657,919,0,0.000574615
1,1,61,0,1,8223,3,1,5,1,1,0,3,6,6,4,5,1,3,3,589,156,0,0.0010195193
1,0,97,1,2,5884,5,1,0,2,4,4,1,5,3,6,5,6,6,4,651,943,1,0.9892129
0,1,78,1,1,2785,5,3,3,6,5,3,6,4,4,2,0,1,3,2,703,901,1,0.92412746
0,1,21,0,1,4041,1,2,6,1,1,6,4,3,3,2,0,4,0,6,1477,246,0,0.0010005077
1,0,82,0,0,5799,0,1,0,5,1,3,1,5,1,1,5,1,0,3,16,956,1,0.99751616
1,0,65,1,1,6688,5,5,0,5,1,6,0,2,3,1,4,1,2,1,1477,445,1,0.9948144
1,0,64,0,1,1690,5,1,2,4,4,1,1,5,3,4,0,1,0,3,234,1120,0,0.39137858
1,0,84,0,2,1379,1,4,4,3,2,2,3,6,2,4,1,3,5,2,1007,1994,0,6.871319e-05
0,0,84,1,2,564,4,3,5,1,5,1,5,4,2,6,1,1,0,4,283,665,1,0.9735238
0,1,58,1,1,2689,6,4,6,2,2,5,4,1,0,4,0,2,4,2,1528,698,1,0.9930601
1,1,88,0,0,4498,5,6,6,2,2,5,5,4,4,2,2,4,4,0,1133,1507,1,0.998934
0,1,0,1,0,7209,2,1,3,5,5,0,4,2,3,6,4,3,6,3,1891,81,0,0.00062117196
1,0,30,1,1,5302,2,0,2,5,0,5,0,4,4,0,6,1,6,5,1511,1777,1,0.90076643
1,1,48,1,0,62,2,1,2,2,5,0,1,6,3,3,3,1,1,2,474,481,0,0.0069216685
0,0,83,1,0,2468,0,2,2,5,0,1,0,3,5,2,6,3,3,6,1253,662,1,0.99864465
0,0,69,0,2,2844,1,6,3,2,3,3,3,3,4,4,6,3,3,5,1408,971,0,0.00016820677
1,0,28,0,1,2500,5,5,5,5,5,0,3,3,6,1,6,2,3,3,1029,1654,1,0.9951414
0,1,23,1,0,7255,5,3,0,3,1,4,4,1,5,1,5,2,1,6,1687,791,1,0.9724502
1,1,86,1,1,9624,5,5,5,0,6,4,0,0,6,4,3,0,1,1,1587,1703,1,0.6429306
0,0,66,0,2,7803,1,0,4,6,0,4,1,5,3,6,6,6,2,0,1815,426,0,0.0009904102
1,0,66,1,2,7662,4,0,2,2,0,6,6,6,0,0,1,0,0,3,1514,544,1,0.74267226
1,0,97,0,2,7989,4,0,6,5,6,1,2,1,0,4,3,4,0,1,344,1894,0,0.017206026
0,1,75,1,0,746,6,2,3,2,5,2,6,0,3,0,5,1,6,6,700,1806,1,0.9832064
1,1,36,1,2,469,5,2,5,1,3,5,3,5,4,0,0,3,2,4,339,1234,1,0.99955946
1,0,29,1,2,1917,1,2,4,1,5,2,2,6,2,6,1,3,0,0,1491,1912,0,0.2873618
0,0,0,1,0,6098,2,5,3,4,2,5,0,4,5,1,2,0,5,6,1015,1568,1,0.94430757
1,1,12,1,1,1333,4,3,5,2,4,4,3,1,3,0,3,5,4,5,1495,1621,1,0.65400475
1,0,0,0,1,3317,1,5,5,5,6,3,4,1,6,2,4,0,1,5,930,535,0,0.0012764594
1,0,46,1,1,7772,6,3,1,4,3,3,5,3,3,4,4,4,0,0,1713,1543,1,0.9956779
1,1,20,1,2,2857,5,1,4,0,0,4,4,1,4,4,5,5,2,2,1797,73,1,0.9910787
0,1,84,1,1,4542,0,5,3,3,2,1,1,1,0,4,2,6,4,4,493,810,1,0.99987435
1,1,63,1,1,9990,6,3,5,1,1,5,4,6,1,0,4,1,4,2,40,1337,1,0.9941099
1,1,69,0,1,7230,0,3,6,6,1,3,1,1,5,1,6,1,2,1,299,1729,1,0.96537256
1,0,29,1,2,4480,5,0,2,0,6,3,1,4,0,4,2,1,0,0,1918,1592,0,0.41974035
1,0,68,1,1,4186,5,2,2,5,0,4,3,6,0,1,2,3,4,0,1637,43,0,0.019992115
0,0,24,1,1,159,3,2,3,4,5,0,5,3,3,2,0,0,2,1,1449,1215,1,0.7884606
1,1,61,1,0,4104,5,4,3,3,6,2,2,2,0,2,2,5,6,6,870,756,1,0.996938
0,0,68,0,2,9613,0,6,0,4,2,4,1,4,6,1,5,5,1,3,791,1339,1,0.9997408
0,1,47,1,1,271,2,1,4,3,3,2,2,1,3,1,5,4,0,1,890,1485,0,0.006816939
0,1,3,1,1,3653,1,6,5,4,1,4,5,5,1,6,2,6,3,6,1910,1005,0,0.0024635051
1,0,63,1,2,3536,2,5,2,2,2,2,6,5,3,1,3,5,5,1,1148,606,1,0.99686855
0,0,54,1,1,2614,4,5,1,6,1,1,5,4,4,5,4,3,4,6,1760,373,1,0.9258197
0,0,36,0,0,8703,4,5,3,2,4,2,1,1,1,1,1,6,3,1,1867,1322,1,0.59991366
1,1,91,1,1,6582,3,0,3,5,0,5,3,2,1,4,5,6,0,4,699,1593,0,0.014256133
0,0,17,0,1,3417,2,5,3,5,1,3,3,4,4,4,0,0,2,1,57,1136,0,5.1660732e-05
0,1,22,1,1,7444,4,0,1,5,2,3,3,5,0,3,1,1,5,6,465,1367,0,0.3960315
1,0,18,0,0,6603,6,1,0,4,1,4,4,6,6,0,3,5,5,0,1484,1791,0,0.3760159
1,0,40,1,0,7944,0,0,3,1,6,3,1,5,3,0,5,1,6,0,735,28,1,0.9996675
0,1,50,1,2,8998,4,6,3,2,4,5,0,0,0,0,0,5,6,1,107,1422,1,0.6094772
1,0,94,1,0,1402,6,0,1,5,2,3,1,1,1,3,6,4,5,1,200,1899,1,0.96637404
0,0,91,1,1,16,1,1,4,4,3,6,2,4,6,1,2,5,2,5,936,1722,1,0.6493917
0,1,29,0,2,9907,6,5,1,1,2,5,4,4,1,2,1,5,1,3,1628,23,1,0.9998103
1,1,92,1,2,1519,6,1,3,1,1,2,4,0,6,5,3,3,3,2,869,1997,1,0.9125418
1,1,90,1,2,584,1,3,2,6,2,3,3,6,4,2,0,1,6,0,652,669,0,4.6808476e-05
1,1,43,1,2,7874,5,2,5,5,1,4,1,2,0,0,4,5,5,3,373,1962,1,0.9721451
1,1,23,0,0,3422,5,4,0,4,1,0,0,5,0,4,3,1,1,6,281,1303,1,0.92912304
0,0,59,0,2,6215,0,3,0,6,6,6,6,4,5,3,2,5,1,2,1675,1899,1,0.99896955
1,1,4,0,0,3889,4,2,2,4,6,3,1,5,1,0,0,0,0,0,1328,901,0,0.05746515
1,0,32,1,0,1491,3,0,0,5,4,0,3,5,1,1,1,3,1,3,790,548,0,0.058266483
1,0,10,0,0,4785,6,5,5,5,4,0,5,5,5,0,1,1,1,5,55,1041,1,0.99975616
1,0,64,1,2,1491,4,2,2,6,2,2,3,2,0,0,0,4,3,3,1883,1887,1,0.8577521
0,0,79,0,0,7786,2,5,3,2,4,4,2,6,5,3,0,4,2,2,1004,33,0,0.0008529908
1,1,51,1,0,3052,3,4,2,1,1,4,0,4,3,1,5,1,2,1,66,208,0,0.10058702
1,0,41,0,1,2298,4,3,0,4,0,5,2,5,3,5,5,0,2,6,328,476,0,0.32395303
1,0,16,0,1,9996,4,2,2,2,3,1,1,6,4,1,5,2,3,4,1065,52,0,0.004889587
1,0,8,1,2,8058,3,2,2,5,1,4,2,4,4,6,1,5,2,4,299,1768,1,0.78695685
0,0,1,0,0,7015,3,3,0,3,5,3,6,6,4,2,6,3,2,4,36,1367,0,0.0025413926
1,0,89,1,1,9534,1,1,6,4,0,4,3,1,4,6,4,4,1,6,787,1949,0,0.05019448
0,1,5,0,0,5917,3,0,2,2,2,3,0,2,0,0,0,0,5,2,504,693,0,0.0008215236
0,1,33,1,0,1594,2,6,2,3,6,4,1,1,0,2,6,4,1,3,541,1730,0,0.046791162
0,1,10,1,2,6266,3,5,3,2,4,1,3,6,4,4,3,3,4,0,1762,510,0,0.004859513
1,1,80,0,0,3698,6,6,5,4,2,1,1,2,0,4,4,1,1,3,591,1958,1,0.97110254
1,1,87,0,2,5828,3,3,2,4,5,5,4,2,1,6,4,6,3,0,566,1340,0,0.00862574
0,1,72,1,2,1651,5,4,2,0,6,1,4,3,1,2,1,6,4,4,296,1058,1,0.99412245
1,1,68,0,2,6200,6,2,4,0,1,0,6,3,2,3,2,1,1,6,1189,1054,1,0.7707735
1,1,45,0,2,2725,2,3,4,5,3,5,3,6,4,1,0,5,0,1,1648,1507,0,0.006760898
0,0,33,1,0,3403,4,3,1,5,5,4,0,1,4,2,2,3,5,3,650,1582,1,0.9794748
1,0,100,0,2,6817,6,0,3,2,5,6,4,1,4,3,1,1,5,4,147,848,1,0.80614626
0,0,34,0,1,9346,5,0,2,3,3,3,2,5,1,0,2,1,3,6,978,1843,0,0.39870387
0,0,8,0,2,9928,0,6,6,5,4,2,6,2,5,6,1,2,5,2,1732,1494,1,0.99958104
0,1,25,1,2,4144,0,0,5,0,3,5,4,0,0,3,1,5,1,1,1378,1328,1,0.90109116
0,1,10,0,1,9105,4,4,2,3,6,4,6,4,2,1,0,1,5,1,557,1328,0,0.151691
1,1,35,1,2,2692,2,3,5,0,0,5,4,4,5,1,5,0,4,4,209,1341,0,0.016612899
1,0,12,0,1,3601,0,1,0,4,3,1,2,6,5,5,6,3,0,3,504,976,1,0.99722594
0,0,55,0,1,5716,4,6,4,5,0,1,1,4,6,1,4,4,5,2,757,666,0,0.053443022
1,1,77,1,1,9993,1,2,1,2,1,6,0,0,5,4,6,2,5,1,732,684,0,0.038466543
0,0,90,1,0,1303,4,6,3,5,6,5,5,1,4,6,1,4,3,6,1758,1401,1,0.96221936
0,0,83,1,2,499,5,6,4,4,1,2,3,2,3,0,1,5,6,3,1862,1092,1,0.99683243
0,0,10,0,0,8639,2,3,3,5,5,0,1,0,0,0,0,1,3,6,4,1035,0,0.038233075
1,1,54,0,0,6015,4,4,5,6,2,0,3,6,0,2,4,3,6,4,1209,1577,0,0.08154388
1,0,99,0,1,5816,6,5,5,0,1,4,0,0,3,4,5,6,2,1,498,763,1,0.9903538
0,0,22,0,0,5955,6,5,6,6,4,0,5,5,3,3,5,2,5,3,249,315,1,0.9922058
1,1,81,1,0,2917,1,6,2,1,1,4,6,5,1,5,5,6,2,4,297,500,1,0.7533663
0,1,88,0,0,1581,4,4,3,2,6,2,3,1,2,4,6,2,6,6,706,1161,0,0.1862809
0,1,89,0,0,8307,3,2,6,3,0,1,3,0,1,5,2,5,1,0,1517,1441,0,0.0011529131
0,1,7,0,1,2926,3,4,1,0,3,5,6,6,5,1,4,3,4,3,1835,223,0,0.00011039948
1,1,31,1,2,6021,4,5,3,5,1,4,3,3,2,5,0,6,3,5,1421,493,0,0.29827368
1,0,59,0,0,4873,3,5,0,0,2,5,6,5,3,1,6,6,0,5,909,150,0,0.00013727948
1,1,16,0,1,9345,6,3,3,0,0,0,5,5,0,1,4,3,6,0,1069,1037,1,0.94426835
1,1,24,1,1,1262,5,1,1,6,6,1,6,3,0,5,4,1,0,0,676,1207,1,0.96504873
1,1,68,0,2,4691,0,0,2,0,5,5,6,6,3,6,0,2,1,1,1722,249,1,0.9956756
1,1,48,1,2,5829,5,5,4,1,5,1,0,0,1,6,0,0,5,1,412,1066,1,0.9897091
1,1,81,0,1,1409,2,1,5,6,5,6,5,1,3,4,2,6,1,5,707,934,0,0.0008093158
1,0,99,1,0,8197,6,0,2,2,1,2,3,0,0,5,6,3,5,6,779,540,1,0.96480775
0,0,43,0,1,1075,5,6,1,3,0,6,4,5,4,6,6,3,5,3,1844,1289,1,0.999188
0,1,84,0,0,2128,6,5,3,2,6,3,1,4,1,5,2,2,1,1,868,1313,1,0.9875236
0,0,5,0,2,5848,1,2,5,1,5,1,3,5,1,2,0,5,0,6,985,35,0,0.0006536716
0,1,9,1,0,5096,2,3,3,5,4,6,4,2,1,3,5,5,1,6,400,915,0,0.15295954
0,1,77,0,0,7300,2,0,0,5,5,0,1,5,5,2,5,2,3,4,1003,141,0,1.6281154e-05
0,0,96,0,0,1481,1,4,0,3,1,2,0,4,3,3,2,3,6,0,486,1483,0,4.761796e-07
0,0,98,1,0,5586,6,5,0,4,5,2,1,6,6,2,1,4,4,6,1457,595,1,0.9583284
0,0,41,1,0,5913,3,1,6,0,1,2,2,3,4,1,6,6,3,2,1881,1424,1,0.9731247
0,0,49,1,0,2356,5,2,5,0,5,5,5,4,3,0,5,1,2,6,1381,1005,1,0.9989242
0,0,89,0,2,3310,6,4,2,2,5,0,6,6,4,2,1,2,4,1,644,1038,1,0.9581473
1,0,45,0,2,5886,2,5,6,3,2,4,5,1,1,1,5,3,6,1,22,271,0,0.004242677
0,0,34,0,0,5061,6,4,4,1,4,3,2,3,2,1,5,0,5,2,1035,465,1,0.9917902
0,1,46,1,1,6363,4,0,0,1,1,2,0,6,6,2,4,6,2,3,1589,1911,0,0.13297892
1,1,97,0,1,7314,0,6,1,2,1,1,0,6,0,3,5,4,5,5,114,1892,1,0.9981244
0,1,47,0,2,6823,2,6,0,3,5,4,4,5,3,1,3,2,3,3,1625,146,0,0.0001162604
0,0,44,1,0,6065,5,3,6,4,5,5,6,5,3,4,6,1,6,4,1261,1567,1,0.99924845
0,1,81,1,2,1613,5,0,2,5,6,3,0,5,5,5,4,1,1,2,1501,611,1,0.985911
1,0,44,1,0,1558,5,2,1,0,4,3,0,1,0,4,1,3,3,0,668,1448,1,0.9491639
0,0,65,0,1,524,6,4,5,0,3,3,6,5,5,5,3,6,3,3,1104,1014,1,0.99991584
1,0,15,0,2,8644,2,2,0,5,6,5,3,3,4,0,1,5,0,0,313,1061,0,0.00021112266
0,1,91,0,0,872,1,1,3,0,6,5,2,3,4,0,2,2,5,4,1395,1798,0,0.00067504495
0,0,91,0,0,6857,1,1,6,3,5,6,6,4,3,0,5,0,0,0,323,1101,0,8.018689e-05
1,1,72,0,0,4490,1,6,1,6,2,3,6,1,6,0,0,5,1,4,1435,1590,0,0.00022581495
1,0,35,0,0,2518,4,5,5,3,1,6,1,6,2,5,3,0,2,1,1032,768,0,0.07737896
1,0,8,1,2,8561,4,3,0,5,6,0,3,1,6,5,4,6,1,4,907,1749,1,0.77117765
0,0,11,0,0,5751,4,2,3,6,0,5,0,3,5,0,4,1,6,2,745,1944,0,0.02606564
1,0,77,1,0,744,2,0,1,5,5,3,5,2,5,1,1,3,3,2,1041,162,0,0.061705347
1,1,33,0,1,372,0,4,4,2,5,4,1,6,2,5,4,4,2,4,1094,148,1,0.9964059
1,0,8,1,0,9000,1,3,5,0,4,6,4,6,3,0,4,0,4,5,697,1665,1,0.994582
0,0,11,1,2,7897,1,5,1,1,4,5,3,5,2,3,0,4,2,4,781,317,1,0.9765756
0,1,35,0,2,2539,1,4,3,6,3,0,2,5,0,1,1,6,0,1,1347,1786,0,1.1087181e-05
0,1,66,1,2,3993,3,2,1,2,4,2,5,5,5,5,4,5,0,3,1514,1883,0,0.08481989
1,0,35,1,1,4260,6,4,2,4,3,3,5,3,5,3,5,1,4,3,1380,1195,1,0.9848333
1,1,9,0,0,2964,2,1,1,4,1,4,5,5,3,1,3,6,6,3,1225,687,0,5.7074547e-05
1,0,20,1,1,4997,6,5,2,2,5,3,2,6,2,5,0,0,3,4,200,95,1,0.99508035
0,1,35,0,1,7766,3,6,0,1,1,4,0,1,4,2,4,6,4,3,1286,143,0,3.3775144e-05
0,0,70,1,1,6381,6,2,3,2,0,5,0,2,1,5,5,1,5,5,1290,511,1,0.9931359
1,0,16,1,0,7729,5,1,6,3,4,4,0,1,6,6,4,4,5,2,31,1380,1,0.96663296
1,1,47,0,0,3131,4,1,1,6,3,0,3,2,5,6,6,3,2,5,193,1570,0,0.0007567631
1,0,77,1,2,314,3,2,4,2,1,6,4,3,1,6,5,4,4,1,61,1484,1,0.9787123
0,0,20,1,1,2578,3,3,3,2,3,0,3,2,3,2,4,5,5,3,1167,1568,1,0.9674982
0,0,0,0,1,8711,0,5,2,6,5,3,4,5,3,3,5,4,2,1,116,943,1,0.99421257
0,1,44,0,2,7705,0,2,5,3,5,2,1,5,6,6,5,3,6,4,574,416,1,0.99989855
0,0,98,1,2,1632,2,3,1,1,0,6,0,1,5,1,0,0,1,1,1082,426,0,0.4295133
0,0,14,1,1,934,6,2,0,1,5,6,6,5,5,5,1,1,5,1,934,478,1,0.999243
1,0,37,1,1,8006,6,6,0,2,2,4,3,4,1,6,0,0,6,1,967,1122,1,0.9955259
0,0,67,0,2,7129,1,3,3,5,1,1,0,5,6,0,5,3,5,4,628,483,0,5.705958e-05
1,1,11,1,0,3464,2,4,6,5,3,5,4,5,4,4,4,6,3,6,1540,1361,0,0.0006447724
0,0,70,0,0,97,5,5,3,2,5,1,0,5,1,6,5,6,0,6,1153,1031,1,0.9630443
0,0,16,0,1,3399,5,6,6,6,2,3,5,5,5,4,1,5,1,2,1414,1004,1,0.9884105
0,1,56,1,1,8194,5,6,4,0,1,0,3,2,1,0,4,1,2,0,1442,713,1,0.9612096
1,1,74,1,0,9909,0,4,5,1,1,0,3,6,2,5,0,1,1,1,106,63,1,0.9862846
1,0,84,0,2,1312,4,4,2,1,1,5,1,2,2,6,3,6,2,3,496,1454,0,0.2467715
1,1,30,0,0,4802,2,2,1,2,1,1,2,1,5,6,2,1,5,0,1505,831,0,0.00016543243
0,1,49,1,2,8808,0,3,6,2,1,1,2,0,0,4,4,6,2,5,1501,1123,1,0.9910166
1,0,34,0,0,2710,4,3,3,4,4,2,4,2,4,0,1,4,1,4,779,915,1,0.5308025
1,0,54,1,0,4014,2,3,0,3,0,4,0,4,6,0,4,1,6,6,1829,940,1,0.80356026
0,0,99,1,2,5265,0,0,4,5,2,2,1,1,2,6,2,0,3,0,763,1624,1,0.9981895
0,1,8,0,1,9444,1,5,5,6,2,6,5,6,0,1,2,3,5,3,1102,1098,0,5.5872773e-05
0,1,16,1,2,8916,4,6,3,0,1,6,3,5,3,2,0,2,2,4,215,577,1,0.55337113
1,0,85,0,1,7926,1,4,5,3,1,6,4,2,5,3,1,5,3,2,1900,1769,0,9.2658425e-05
0,1,63,0,0,8693,3,4,2,2,4,1,1,5,1,5,2,5,5,6,1966,1217,0,0.015024215
0,0,93,1,2,9876,4,5,0,5,3,0,4,5,4,2,1,4,2,4,947,1139,0,0.030683218
0,0,67,0,1,8284,6,4,0,2,0,3,5,6,6,1,6,1,4,2,1268,903,1,0.64540344
0,0,50,0,0,3212,2,6,6,5,1,6,2,5,1,0,6,0,2,3,1132,1237,0,0.0004540754
0,1,100,0,2,2811,0,5,4,5,1,2,6,3,0,6,2,3,0,0,510,574,1,0.99217904
1,1,29,0,0,3781,1,5,2,5,4,5,1,3,1,3,0,6,5,6,703,1640,0,4.401944e-05
0,0,75,1,0,3546,1,0,6,3,4,1,4,3,2,5,2,4,0,3,802,197,0,0.0038307002
0,0,29,0,0,1996,0,3,2,0,5,5,2,5,0,2,2,5,6,1,1053,1531,1,0.9944206
1,0,96,1,2,5898,5,2,0,0,0,1,2,1,1,5,5,3,3,0,1419,433,1,0.95831025
0,0,9,1,1,1295,0,5,5,2,6,3,4,4,3,6,3,0,3,2,1066,559,1,0.99891365
0,0,5,1,0,7579,0,6,0,0,2,6,3,4,1,0,3,6,1,6,634,1672,1,0.99993265
1,1,18,0,0,1087,3,0,2,3,1,4,1,4,5,0,1,6,6,6,327,1491,0,0.0007569654
1,0,22,1,0,1461,5,1,5,3,4,6,2,4,4,6,4,6,0,3,563,1675,1,0.9033744
1,0,36,1,2,5102,1,1,5,2,6,6,4,1,1,5,0,1,6,5,0,460,1,0.997875
0,1,28,0,0,1894,3,2,5,5,0,5,5,0,6,4,2,3,3,2,787,1006,0,0.0001705448
0,0,1,0,1,6971,6,4,3,5,6,2,1,4,1,2,3,2,6,0,951,712,1,0.88742507
1,1,33,1,1,5319,4,6,5,2,4,6,3,0,3,3,4,6,0,6,548,243,0,0.010875755
1,0,22,1,1,718,6,1,2,5,4,3,2,1,2,6,1,4,5,1,1811,1789,1,0.99993384
1,0,55,1,0,280,2,3,1,3,2,6,4,2,3,6,6,2,3,5,93,252,1,0.9996995
0,1,17,0,0,430,3,0,6,0,5,0,4,2,3,6,3,0,0,2,259,103,0,0.00019531252
0,1,78,0,0,7913,0,3,0,5,5,3,2,1,5,2,2,0,5,5,1451,797,1,0.9993331
1,1,40,0,1,5632,2,4,3,3,0,3,4,6,6,6,0,5,6,1,252,1643,0,0.0018956944
0,1,43,0,0,7636,5,2,6,0,3,5,3,5,3,4,2,4,2,0,259,923,1,0.9894231
1,1,62,0,2,1987,6,0,3,6,6,6,3,6,5,0,5,2,0,4,1598,1627,1,0.9996159
0,0,76,0,2,303,0,5,2,5,5,1,1,0,6,2,4,2,4,3,719,1117,1,0.8873268
1,1,10,1,1,2248,0,5,6,0,4,5,5,4,2,6,4,5,3,4,340,1030,1,0.9718236
0,0,97,1,0,5713,0,1,1,5,3,4,2,0,3,0,5,2,1,6,468,931,1,0.9974368
1,0,63,1,1,2837,3,5,5,5,4,0,6,5,3,1,2,4,3,0,1376,1912,0,0.10042747
1,0,85,0,0,9400,5,4,4,1,3,5,3,1,2,2,5,5,1,5,836,1887,1,0.97338337
0,0,69,1,1,7174,3,3,3,2,2,4,4,5,6,3,5,1,3,3,633,1000,1,0.85532284
1,1,77,0,1,3231,0,2,5,2,3,4,0,5,5,0,0,6,2,0,718,1052,1,0.99188364
1,1,10,0,1,7717,2,5,2,2,0,6,6,1,0,0,0,4,3,6,373,1712,0,0.0023873525
1,0,9,1,0,5190,5,3,4,5,5,4,0,3,2,5,3,1,6,1,187,976,1,0.94050735
